ablation,catalog_family,source_anchor,regime,split,seed,episodes,success,success_probability,utility,mechanism_recall,rare_mechanism_recall,coverage_false_negative,tail_mechanism_failure,unsafe_deployment_failure,redundancy_rate,selection_cost,annotation_burden,label_noise_risk,schema_mismatch_rate,provenance_risk,calibration_ece,audit_risk_score,regret_to_full
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,force_tactile_gap,heldout_combined_catalog_gap,3,6,0.833333,0.65622,0.914709,0.678338,0.532178,0.0,0.051712,0.026698,0.101359,0.195772,0.124785,0.035294,0.043268,0.036812,0.027703,0.052133,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,force_tactile_gap,heldout_combined_catalog_gap,4,6,0.666667,0.657183,0.748583,0.669715,0.557102,0.0,0.052076,0.028482,0.101375,0.195772,0.124785,0.034467,0.0431,0.037352,0.029549,0.053298,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,force_tactile_gap,heldout_combined_catalog_gap,5,6,0.666667,0.652973,0.747405,0.671324,0.552286,3.8e-05,0.058584,0.026779,0.103226,0.195772,0.124785,0.03482,0.047035,0.039001,0.023422,0.057366,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,force_tactile_gap,heldout_combined_catalog_gap,6,6,0.833333,0.664555,0.91585,0.682021,0.562523,0.007991,0.054751,0.027249,0.102055,0.195772,0.124785,0.03287,0.03836,0.034064,0.028273,0.062679,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,force_tactile_gap,heldout_combined_catalog_gap,7,6,0.5,0.644994,0.581108,0.668978,0.557632,0.002387,0.057649,0.025145,0.103855,0.195772,0.124785,0.034476,0.037791,0.03838,0.025429,0.058196,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,force_tactile_gap,heldout_combined_catalog_gap,8,6,0.333333,0.64531,0.416151,0.676566,0.567241,0.007101,0.051795,0.025234,0.10494,0.195772,0.124785,0.031387,0.039386,0.035223,0.027803,0.058564,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,force_tactile_gap,heldout_combined_catalog_gap,9,6,0.5,0.646476,0.584506,0.68672,0.556835,0.007157,0.043452,0.022476,0.104359,0.195772,0.124785,0.035967,0.039453,0.037233,0.025043,0.050984,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,0,6,1.0,0.647194,1.0,0.671836,0.560565,0.004918,0.048238,0.030022,0.098244,0.195772,0.125057,0.041269,0.042624,0.038391,0.027953,0.056108,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,1,6,0.5,0.64126,0.582612,0.685327,0.570881,0.009661,0.05364,0.032589,0.102362,0.195772,0.125057,0.036709,0.039154,0.0328,0.028998,0.066185,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,2,6,0.833333,0.663756,0.914164,0.677142,0.556476,0.008807,0.055202,0.024564,0.106736,0.195772,0.125057,0.035177,0.046911,0.039339,0.025813,0.062491,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,3,6,0.666667,0.656039,0.749301,0.681654,0.56479,0.006973,0.054804,0.026524,0.10337,0.195772,0.125057,0.032875,0.041556,0.040474,0.024405,0.061338,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,4,6,0.666667,0.655331,0.747535,0.682898,0.554113,0.013216,0.055392,0.025052,0.099418,0.195772,0.125057,0.037216,0.04745,0.038401,0.027609,0.067286,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,5,6,0.666667,0.641126,0.745241,0.648216,0.582604,0.010293,0.057414,0.027907,0.097952,0.195772,0.125057,0.040235,0.045961,0.040244,0.029457,0.067307,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,6,6,0.666667,0.648149,0.748962,0.690839,0.573732,0.011304,0.056959,0.03048,0.108967,0.195772,0.125057,0.037661,0.045227,0.040806,0.029983,0.069263,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,7,6,0.5,0.65346,0.580547,0.677811,0.56097,0.010649,0.056072,0.029658,0.103884,0.195772,0.125057,0.036283,0.044004,0.042497,0.028333,0.067533,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,8,6,0.666667,0.647064,0.752179,0.700742,0.579661,0.014148,0.050499,0.026597,0.10199,0.195772,0.125057,0.031535,0.043728,0.039981,0.026817,0.065321,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,recovery_gap,heldout_combined_catalog_gap,9,6,0.833333,0.644151,0.913895,0.674915,0.5613,0.015817,0.050676,0.027594,0.10631,0.195772,0.125057,0.032684,0.040884,0.041721,0.03056,0.067621,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,0,6,0.833333,0.647928,0.914583,0.67172,0.567937,0.008579,0.05522,0.023729,0.10727,0.195772,0.125371,0.032649,0.045301,0.04162,0.027647,0.061859,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,1,6,0.666667,0.647088,0.74858,0.679453,0.572844,0.014114,0.053278,0.027623,0.099707,0.195772,0.125371,0.036312,0.04196,0.039291,0.027101,0.067885,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,2,6,0.5,0.646143,0.579727,0.669379,0.569305,0.013484,0.053985,0.030116,0.103725,0.195772,0.125371,0.036855,0.04798,0.036573,0.030566,0.069031,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,3,6,0.5,0.637625,0.57953,0.684426,0.537332,0.012419,0.056497,0.028871,0.101294,0.195772,0.125371,0.036226,0.044603,0.041186,0.029727,0.069227,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,4,6,0.5,0.643797,0.582545,0.682495,0.574624,0.010668,0.056235,0.024763,0.102263,0.195772,0.125371,0.036124,0.044964,0.037697,0.032957,0.065225,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,5,6,0.5,0.648211,0.583079,0.677562,0.58179,0.008565,0.052875,0.027573,0.10242,0.195772,0.125371,0.034792,0.044184,0.046207,0.028891,0.062008,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,6,6,0.666667,0.650047,0.750105,0.676321,0.566462,0.00056,0.04781,0.030128,0.103974,0.195772,0.125371,0.033658,0.046766,0.038444,0.031449,0.051481,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,7,6,0.5,0.646503,0.577997,0.670805,0.553865,0.021427,0.051462,0.03055,0.098419,0.195772,0.125371,0.039407,0.049302,0.034869,0.029281,0.075298,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,8,6,0.166667,0.641156,0.245855,0.671012,0.550595,0.010227,0.05475,0.030163,0.104914,0.195772,0.125371,0.032706,0.047499,0.034294,0.029187,0.066371,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,deformable_gap,heldout_combined_catalog_gap,9,6,0.833333,0.65779,0.918015,0.674685,0.591974,0.001508,0.051655,0.027346,0.102878,0.195772,0.125371,0.035493,0.043893,0.040735,0.027963,0.053923,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,0,6,0.666667,0.650412,0.747788,0.669372,0.569938,0.002982,0.053006,0.031715,0.109368,0.195772,0.125548,0.036344,0.047218,0.035543,0.031688,0.058594,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,1,6,1.0,0.643679,1.0,0.680838,0.571794,0.010213,0.056307,0.031373,0.106839,0.195772,0.125548,0.03759,0.048299,0.040126,0.029151,0.06813,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,2,6,0.666667,0.639692,0.745044,0.668206,0.539369,0.008332,0.053395,0.027087,0.106152,0.195772,0.125548,0.042715,0.04339,0.039496,0.02678,0.061922,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,3,6,0.5,0.647783,0.579393,0.686543,0.552259,0.016278,0.05683,0.032292,0.101528,0.195772,0.125548,0.040694,0.049513,0.043108,0.031239,0.075047,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,4,6,0.833333,0.6387,0.913364,0.680542,0.553994,0.007006,0.064744,0.02405,0.103778,0.195772,0.125548,0.038123,0.046848,0.043494,0.028275,0.067589,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,5,6,0.5,0.645896,0.578325,0.667158,0.571988,0.008995,0.064479,0.03595,0.105974,0.195772,0.125548,0.037716,0.043343,0.041393,0.029991,0.075329,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,6,6,0.833333,0.658636,0.914696,0.668768,0.572592,0.003013,0.056994,0.029587,0.103011,0.195772,0.125548,0.033459,0.047696,0.038853,0.027268,0.060552,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,7,6,1.0,0.644089,1.0,0.687549,0.567094,0.012195,0.06116,0.026239,0.10536,0.195772,0.125548,0.039792,0.043107,0.039049,0.031602,0.071184,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,8,6,0.5,0.651645,0.57999,0.678669,0.556346,0.003753,0.063192,0.034201,0.0982,0.195772,0.125548,0.040252,0.045052,0.037174,0.028787,0.068247,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,irreversible_side_effect_gap,heldout_combined_catalog_gap,9,6,0.833333,0.645039,0.913498,0.671239,0.568306,0.007562,0.065211,0.029415,0.097619,0.195772,0.125548,0.032612,0.040153,0.042846,0.032152,0.071178,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,0,6,0.666667,0.646664,0.748624,0.682115,0.554621,0.006952,0.051631,0.030343,0.106766,0.195772,0.125317,0.027287,0.046792,0.038424,0.027343,0.060846,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,1,6,0.5,0.654606,0.579301,0.67789,0.545148,0.012683,0.053413,0.031307,0.103226,0.195772,0.125317,0.036148,0.045893,0.038036,0.029167,0.068396,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,2,6,0.666667,0.649892,0.748815,0.684491,0.572949,0.017309,0.054045,0.025452,0.09897,0.195772,0.125317,0.035772,0.043303,0.036597,0.030773,0.070569,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,3,6,0.333333,0.64075,0.415853,0.6757,0.569234,0.007143,0.052751,0.024704,0.106732,0.195772,0.125317,0.029751,0.044469,0.039603,0.027295,0.059058,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,4,6,0.666667,0.647461,0.74315,0.65816,0.559514,0.015193,0.063794,0.025339,0.103428,0.195772,0.125317,0.038638,0.04671,0.034675,0.031686,0.075707,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,5,6,0.5,0.640711,0.57822,0.652863,0.55283,0.010077,0.051514,0.024086,0.106389,0.195772,0.125317,0.033876,0.04397,0.037437,0.027907,0.060755,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,6,6,0.666667,0.6509,0.75034,0.69472,0.56485,0.009004,0.051825,0.029394,0.104939,0.195772,0.125317,0.040469,0.037627,0.030523,0.028619,0.06257,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,7,6,0.666667,0.644703,0.748242,0.691198,0.548545,0.00701,0.062576,0.024053,0.10305,0.195772,0.125317,0.032701,0.047049,0.03841,0.027895,0.065969,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,8,6,0.5,0.648441,0.580255,0.662393,0.584858,0.015342,0.050533,0.03176,0.102344,0.195772,0.125317,0.036582,0.044384,0.041099,0.031998,0.069122,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,long_horizon_gap,heldout_combined_catalog_gap,9,6,0.666667,0.658346,0.750066,0.69778,0.548788,0.004047,0.051839,0.032675,0.102855,0.195772,0.125317,0.035254,0.046954,0.038105,0.027823,0.059263,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,0,6,0.666667,0.628714,0.7463,0.682907,0.555514,0.017433,0.054154,0.033315,0.098573,0.195772,0.126039,0.036658,0.049645,0.041344,0.032104,0.074706,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,1,6,0.666667,0.644165,0.748131,0.691379,0.552458,0.00592,0.054389,0.030068,0.107299,0.195772,0.126039,0.042638,0.055202,0.041026,0.032154,0.061746,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,2,6,0.666667,0.638822,0.747886,0.687661,0.556829,0.012995,0.048005,0.034104,0.106263,0.195772,0.126039,0.036232,0.053414,0.040186,0.031511,0.06605,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,3,6,0.833333,0.650777,0.916831,0.68711,0.569485,0.00281,0.051833,0.029871,0.109783,0.195772,0.126039,0.036413,0.047977,0.047559,0.026706,0.056621,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,4,6,0.333333,0.651884,0.411612,0.677031,0.555681,0.016996,0.054342,0.035633,0.106618,0.195772,0.126039,0.035953,0.051604,0.038406,0.026187,0.075569,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,5,6,0.666667,0.640613,0.745476,0.678276,0.552672,0.012659,0.057095,0.030837,0.103053,0.195772,0.126039,0.039026,0.056035,0.043935,0.03154,0.070899,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,6,6,0.5,0.643217,0.577778,0.680759,0.548362,0.01411,0.063236,0.033403,0.108482,0.195772,0.126039,0.031495,0.051418,0.036979,0.031644,0.078238,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,7,6,0.666667,0.650433,0.747616,0.683175,0.570288,0.010565,0.055361,0.032956,0.107341,0.195772,0.126039,0.037419,0.053537,0.043859,0.031991,0.068564,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,8,6,0.833333,0.646641,0.913352,0.674832,0.555303,0.012128,0.047558,0.028066,0.105869,0.195772,0.126039,0.039845,0.057095,0.035999,0.030885,0.061829,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,9,6,0.833333,0.643362,0.913539,0.68605,0.567697,0.013228,0.061747,0.02882,0.105858,0.195772,0.126039,0.036146,0.05715,0.039858,0.027092,0.073948,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,0,6,0.5,0.646237,0.579682,0.676834,0.57113,0.007866,0.055169,0.037206,0.106054,0.195772,0.129594,0.052383,0.044568,0.044523,0.031035,0.067846,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,1,6,0.833333,0.650249,0.913916,0.679613,0.578778,0.013307,0.054888,0.032605,0.09919,0.195772,0.129594,0.049236,0.048365,0.051533,0.028029,0.070775,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,2,6,0.833333,0.652932,0.911679,0.664697,0.563584,0.007976,0.053965,0.037244,0.101085,0.195772,0.129594,0.047868,0.045088,0.047266,0.026909,0.067072,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,3,6,0.666667,0.652156,0.745609,0.673715,0.571214,0.017446,0.046538,0.036712,0.10762,0.195772,0.129594,0.052144,0.046273,0.046989,0.032519,0.070705,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,4,6,0.833333,0.647611,0.912633,0.670571,0.587261,0.009361,0.0554,0.039698,0.108911,0.195772,0.129594,0.051767,0.047972,0.051573,0.029885,0.07076,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,5,6,1.0,0.639768,1.0,0.683512,0.550377,0.016749,0.063425,0.034075,0.100678,0.195772,0.129594,0.049189,0.047844,0.051672,0.031645,0.081355,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,6,6,1.0,0.654569,1.0,0.689949,0.559941,0.012226,0.04615,0.032801,0.10386,0.195772,0.129594,0.053126,0.054768,0.045339,0.029346,0.063239,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,7,6,0.666667,0.640082,0.744012,0.666036,0.566044,0.01577,0.058181,0.028864,0.105198,0.195772,0.129594,0.047418,0.048347,0.04135,0.02789,0.073837,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,8,6,0.5,0.641194,0.576805,0.681527,0.556709,0.013692,0.071666,0.030888,0.104577,0.195772,0.129594,0.050157,0.045107,0.048625,0.02682,0.082886,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,9,6,0.5,0.642091,0.580039,0.684993,0.559567,0.009671,0.055011,0.034453,0.104411,0.195772,0.129594,0.050364,0.045012,0.048887,0.028313,0.068156,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,0,6,0.333333,0.648431,0.41275,0.694378,0.574429,0.020482,0.057307,0.038454,0.103851,0.195772,0.128586,0.053555,0.053194,0.046661,0.035406,0.082689,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,1,6,0.666667,0.620829,0.740646,0.688073,0.530642,0.0227,0.066798,0.036963,0.109177,0.195772,0.128586,0.052568,0.049343,0.045747,0.028424,0.09128,0.0
full_mechanism_coverage_gap_audit,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,2,6,0.833333,0.63467,0.907926,0.670051,0.558293,0.024963,0.063795,0.032602,0.101311,0.195772,0.128586,0.050123,0.054622,0.038903,0.031299,0.08911,0.0
